Data Sample,Implicit Meaning,Explicit Meaning,Category,Hallucination Types,Idiom Phrases,Meaning of Idiom Phrases
"তারা সব সময় একে অপরের সঙ্গে ঘরাঘরি করত, নিজেদের মধ্যে সবকিছু শেয়ার করত।",,,,,,
"সে সব সময় ঘরের খেয়ে বনের মোষ তাড়ানোর মতো আচরণ করত, নিজের সুবিধা জন্য সবকিছু করত।",,,,,,
"সে ছিল ঘরপোড়া গরু, অনেক কঠিন অভিজ্ঞতার পর সে আজকে শক্তিশালী হয়ে উঠেছে।",,,,,,
"সে সব সুযোগ থাকার পরেও কিছুই কাজে লাগায়নি, ঘর থাকতে বাবুই ভিজা ছিল।",,,,,,
"সে ছিল ঘরের ঢেঁকি কুমীর, অনেক শক্তিশালী ছিল কিন্তু অলস ছিল।",,,,,,
"সে সব সময় ঘোড়া দেখে খোঁড়া হওয়া চেষ্টা করত, পরিশ্রম থেকে পালিয়ে যেতে চাইত।",,,,,,
"সে সব সময় ঘর জ্বালানো পর ভুলানো করত, অন্যদের কষ্টে আনন্দ পেত।",,,,,,
"সে ছিল মটকা মারা, ঘুমের ভান করে শুয়ে থাকছিল।",,,,,,
"সে ছিল মেনিমুখো, সব সময় সলজ্জ ছিল।",,,,,,
"সে ছিল মাথার দিব্যি, শপথ করে কথা বলছিল।",,,,,,
"সে ছিল মন আনচান করা, অস্থিরভাবে চলছিল।",,,,,,
"সে ছিল মণিহারী ফণী, প্রিয়জনের জন্য অত্যন্ত অস্তির ছিল।",,,,,,
"তার জীবন ছিল মাকাল ফল, সব কিছু অন্তঃসারশূন্য ছিল।",,,,,,
"সে ছিল মন না মতি, অস্থির মন নিয়ে চলছিল।",,,,,,
"সে ছিল মামদোবাজি, প্রতারণা করছিল।",,,,,,
"তার জীবনে ছিল মহাভারত অশুদ্ধ, বড় রকমের অপরাধ ছিল।",,,,,,
"সে ছিল মেঘ না চাইতেই জল, আশাতীত ফল পেয়েছিল।",,,,,,
"সে ছিল মুখচোরা, সব সময় লাজুক ছিল।",,,,,,
"সে ছিল মণিকাঞ্চন যোগ, মানানসই হওয়া জন্য চেষ্টা করছিল।",,,,,,
"সে ছিল মেঘে মেঘে বেলা হওয়া, বয়স বাড়ছে ছিল।",,,,,,
"সে ছিল মরার সময় মকরধ্বজ, শেষ প্রচেষ্টা করছিল।",,,,,,
"সে ছিল ম-ম করা, সুগন্ধে ভরে গিয়েছিল।",,,,,,
"সে ছিল মকশো করা, অভ্যাসে নিয়েছিল।",,,,,,
"সে ছিল ময়ূর ছাড়া কার্তিক, রূপবান পুরুষ ছিল।",,,,,,
"সে ছিল মাথার দিব্যি, শপথ করে যে কাজ করত।",,,,,,
"সে ছিল মানের গুড়ে বালি, সম্মানহানি করেছিল।",,,,,,
"সে ছিল মৌমাত চড়ানো, নেশায় বিভোর ছিল।",,,,,,
"সে ছিল মাথায় আকাশ ভেঙে পড়া, আকস্মিক বিপদে পড়ে গিয়েছিল।",,,,,,
"তার জীবন ছিল মনের আগুন, উত্তেজনায় ভরা ছিল।",,,,,,
"সে ছিল মাথা নিচু করা, হার মেনে চলছিল।",,,,,,
"সে ছিল মুচির কুকুর, একরোখা লোক ছিল।",,,,,,
"সে ছিল মেনতামুখো, মিনমিনে ভাষায় কথা বলত।",,,,,,
"সে ছিল মুসকিল আসান, বিপদমুক্তির জন্য চেষ্টা করছিল।",,,,,,
"সে ছিল মাটি খাওয়া, বোকার মতো কাজ করছিল।",,,,,,
"সে ছিল মুক্তপাত করা, গালমন্দ করছিল।",,,,,,
"তার জীবন ছিল মড়ার ওপর খাড়ার ঘা, দুর্বলের উপর সবলের অত্যাচার সহ্য করছিল।",,,,,,
"সে ছিল মোটা ভাত-কাপড়, সাধারণ জীবনযাপন করত।",,,,,,
"সে ছিল মওকা পাওয়া, সুযোগ পেয়েছিল।",,,,,,
"সে ছিল মই কেড়ে নেয়া, আশা দিয়ে নিরাশ করছিল।",,,,,,
"সে ছিল মশা মারতে কামান দাগানো, অপব্যয় করছিল।",,,,,,
"সে ছিল মাথার ঘায়ে কুকুর পাগল, ভীষণ বিপদে অস্থির হয়ে পড়েছিল।",,,,,,
"সে ছিল মোল্লার দৌড় মসজিদ পর্যন্ত, সীমাবদ্ধতা নিয়ে চলছিল।",,,,,,
"সে ছিল মগজ ধোলাই, ধারণা পাল্টিয়ে দিয়েছিল।",,,,,,
"তার মনে ছিল মনের কালি, পাপচিন্তা তাকে নিয়ন্ত্রণ করছিল।",,,,,,
"সে ছিল মার্কা মারা, সুপরিচিত ছিল।",,,,,,
"সে ছিল মাথার মণি, শ্রদ্ধেয় ব্যক্তি ছিল।",,,,,,
"সে ছিল মরণ কামড়, মরণপণ প্রচেষ্টা করছিল।",,,,,,
"সে ছিল মুখ করা, তিরস্কার করে চলছিল।",,,,,,
"সে ছিল মেরাকান্ত, ভীরু এবং প্রতিবাদে অক্ষম ছিল।",,,,,,
"সে ছিল মাথা খাওয়া, সর্বনাশ ঘটিয়ে ফেলেছিল।",,,,,,
"সে ছিল মগজ খেলানো, বুদ্ধি চালিয়ে চলছিল।",,,,,,
"সে ছিল যবনিকা পতন, পরিসমাপ্তির দিকে চলে গিয়েছিল।",,,,,,
"সে ছিল যম-যন্ত্রণা, মৃত্যু যন্ত্রণা সয়ে চলেছিল।",,,,,,
"সে ছিল যখন-তখন অবস্থা, মুমূর্ষু অবস্থা তীব্র হয়ে গিয়েছিল।",,,,,,
"সে ছিল যো হুকুম, চাটুকারভাবে কাজ করছিল।",,,,,,
"সে ছিল যাহা বাহান্ন তাহা তিপ্পান্ন, খুব সামান্য তফাত ছিল সব কিছুতেই।",,,,,,
